fire_id,detection_date,state,latitude,longitude,sensor,detection_confidence_pct,temperature_c,relative_humidity_pct,wind_speed_kmh,rainfall_last_7d_mm,ndvi,fuel_moisture_index,drought_index,fire_radiative_power_mw,estimated_burned_area_ha,fire_risk,data_status
IND-FIRE-0006,2024-03-11,West Bengal,22.10556,87.04143,SNPP-VIIRS,66.4,32.0,49.3,11.6,3.8,0.733,0.672,0.35,31.7,3.1,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0068,2024-03-12,Jharkhand,23.47112,85.64538,SNPP-VIIRS,69.2,41.5,33.9,8.1,2.7,0.407,0.461,1.0,52.1,7.03,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0038,2024-03-12,Madhya Pradesh,23.49461,77.93468,SNPP-VIIRS,47.6,31.8,38.8,6.0,3.5,0.291,0.537,0.675,35.0,2.9,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0201,2024-03-12,Tamil Nadu,11.10491,77.23003,SNPP-VIIRS,35.0,31.1,17.4,7.4,2.6,0.429,0.661,0.774,43.4,11.37,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0262,2024-03-12,Telangana,17.91296,78.72819,SNPP-VIIRS,35.0,33.3,27.1,2.5,2.6,0.41,0.532,0.858,29.8,1.59,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0178,2024-03-12,West Bengal,22.48986,87.80575,SNPP-VIIRS,62.5,36.4,34.8,7.0,1.0,0.463,0.613,0.878,58.6,7.92,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0287,2024-03-13,Andhra Pradesh,15.86979,79.6178,SNPP-VIIRS,36.6,31.0,58.4,2.2,1.1,0.422,0.774,0.525,26.2,2.46,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0125,2024-03-14,Andhra Pradesh,15.33873,79.71459,SNPP-VIIRS,35.0,29.2,25.0,9.3,2.0,0.719,0.659,0.854,27.8,8.94,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0292,2024-03-14,Andhra Pradesh,15.15494,79.43385,SNPP-VIIRS,35.0,29.9,30.3,8.5,1.9,0.498,0.648,0.773,52.0,3.16,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0098,2024-03-14,Assam,25.94643,93.36943,SNPP-VIIRS,35.0,30.6,36.9,3.1,2.8,0.504,0.721,0.486,30.0,2.79,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0011,2024-03-14,Karnataka,14.85895,74.68068,SNPP-VIIRS,43.4,33.3,34.7,10.3,8.5,0.447,0.641,0.82,47.2,3.31,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0049,2024-03-14,Odisha,21.03411,85.36576,SNPP-VIIRS,47.5,29.3,27.4,7.0,3.0,0.554,0.575,0.751,53.9,1.28,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0161,2024-03-15,Assam,26.16956,92.56275,SNPP-VIIRS,75.4,41.2,41.6,9.0,2.8,0.65,0.509,0.867,59.2,4.05,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0128,2024-03-15,Chhattisgarh,21.28605,82.58431,SNPP-VIIRS,68.1,30.4,40.2,5.5,3.2,0.503,0.492,0.508,25.9,0.6,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0119,2024-03-15,Kerala,12.33769,76.52735,SNPP-VIIRS,48.8,32.3,59.4,8.0,2.4,0.465,0.724,0.531,45.8,3.1,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0121,2024-03-15,Maharashtra,19.08237,75.93168,SNPP-VIIRS,41.0,28.7,49.0,10.5,3.1,0.731,0.62,0.426,23.8,1.16,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0229,2024-03-15,Mizoram,23.32732,94.1404,SNPP-VIIRS,36.1,28.6,57.4,8.0,0.7,0.528,0.78,0.403,26.5,0.95,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0013,2024-03-16,Mizoram,23.00706,93.23268,SNPP-VIIRS,42.3,32.8,50.3,9.4,3.1,0.483,0.63,0.601,44.3,7.4,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0100,2024-03-16,Uttarakhand,30.08478,78.2924,SNPP-VIIRS,63.2,34.0,36.9,10.0,1.3,0.41,0.584,0.757,32.2,1.08,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0017,2024-03-17,Maharashtra,19.33706,75.04293,SNPP-VIIRS,50.5,31.1,34.4,9.5,0.5,0.516,0.669,0.795,56.3,3.45,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0245,2024-03-17,Manipur,24.96728,92.7593,SNPP-VIIRS,76.4,32.3,32.3,12.2,1.7,0.328,0.601,0.851,45.7,1.87,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0170,2024-03-17,Uttarakhand,30.5072,79.19923,SNPP-VIIRS,42.0,33.3,55.4,14.0,7.9,0.591,0.651,0.489,36.6,1.82,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0202,2024-03-17,West Bengal,24.53475,88.09892,SNPP-VIIRS,47.1,32.5,32.4,5.8,1.9,0.594,0.634,0.899,39.7,6.94,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0075,2024-03-19,Andhra Pradesh,16.89483,79.97226,SNPP-VIIRS,75.9,40.1,51.2,9.4,0.8,0.551,0.582,0.658,50.1,19.46,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0088,2024-03-19,Madhya Pradesh,23.04414,80.20842,MODIS,39.8,36.1,34.2,7.6,1.0,0.534,0.563,0.804,49.0,0.92,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0174,2024-03-19,Uttarakhand,30.4192,80.07711,SNPP-VIIRS,47.4,29.3,34.7,6.8,6.5,0.526,0.599,0.609,44.2,3.86,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0293,2024-03-19,Uttarakhand,29.66302,77.70974,SNPP-VIIRS,35.0,29.9,43.6,6.8,1.0,0.628,0.574,0.472,21.3,1.37,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0249,2024-03-20,Karnataka,15.51596,76.58373,SNPP-VIIRS,64.2,37.0,17.6,10.1,8.7,0.267,0.513,1.0,46.3,2.0,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0090,2024-03-20,Madhya Pradesh,22.67925,77.63476,SNPP-VIIRS,36.9,29.5,33.2,4.2,0.4,0.603,0.623,0.788,34.6,2.66,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0187,2024-03-21,Karnataka,15.36474,74.94651,SNPP-VIIRS,41.1,28.5,21.0,6.4,3.0,0.303,0.581,0.761,21.9,0.87,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0114,2024-03-21,Maharashtra,19.58154,75.60153,SNPP-VIIRS,40.9,36.1,64.6,10.8,3.1,0.269,0.644,0.336,54.1,4.42,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0005,2024-03-22,Assam,25.74836,93.0691,SNPP-VIIRS,39.7,32.8,38.3,10.0,0.6,0.485,0.66,0.822,42.5,9.77,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0240,2024-03-22,Assam,27.0304,93.56651,SNPP-VIIRS,63.4,37.0,32.9,8.8,2.8,0.617,0.596,0.871,63.4,4.45,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0058,2024-03-22,Maharashtra,20.82977,74.9157,SNPP-VIIRS,59.7,34.2,35.9,5.3,1.2,0.511,0.605,0.925,41.1,5.57,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0086,2024-03-23,Assam,26.40688,93.6382,SNPP-VIIRS,70.1,42.2,18.2,11.6,0.7,0.505,0.51,1.0,71.3,0.72,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0092,2024-03-23,Odisha,20.58721,86.34842,SNPP-VIIRS,61.3,35.6,34.4,7.8,1.5,0.523,0.558,0.759,33.9,6.43,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0215,2024-03-23,Odisha,20.97717,84.49655,SNPP-VIIRS,35.0,25.5,44.6,11.7,0.7,0.483,0.763,0.451,35.8,2.85,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0143,2024-03-23,Uttarakhand,29.736,80.1287,SNPP-VIIRS,58.6,30.1,48.3,10.4,2.2,0.548,0.775,0.632,39.2,6.13,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0281,2024-03-25,Andhra Pradesh,15.39335,80.38473,SNPP-VIIRS,50.5,30.3,29.9,13.4,0.8,0.498,0.639,0.693,34.4,3.35,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0171,2024-03-25,Himachal Pradesh,31.11825,76.98269,SNPP-VIIRS,46.3,29.4,44.7,12.2,4.5,0.226,0.597,0.694,32.1,9.83,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0062,2024-03-25,Madhya Pradesh,22.9522,79.78767,SNPP-VIIRS,44.9,32.2,31.9,3.7,1.4,0.577,0.717,0.703,29.0,1.73,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0148,2024-03-25,Madhya Pradesh,23.74899,78.85802,SNPP-VIIRS,50.9,33.3,27.8,6.4,5.3,0.381,0.665,0.811,44.5,6.92,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0150,2024-03-26,Andhra Pradesh,15.48872,80.81729,SNPP-VIIRS,35.0,28.5,34.0,11.0,0.2,0.582,0.639,0.66,29.6,2.77,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0071,2024-03-26,Goa,15.63076,74.00538,SNPP-VIIRS,37.7,25.9,36.9,11.9,0.4,0.408,0.676,0.763,37.4,0.75,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0145,2024-03-27,Madhya Pradesh,23.19765,78.44855,SNPP-VIIRS,35.0,30.1,47.5,10.4,2.2,0.463,0.762,0.464,38.3,4.94,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0300,2024-03-27,Mizoram,22.7482,92.8328,SNPP-VIIRS,37.1,28.8,53.3,10.2,1.1,0.526,0.631,0.536,35.5,2.02,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0131,2024-03-28,Chhattisgarh,21.37191,82.51589,SNPP-VIIRS,35.0,31.0,40.0,15.6,1.3,0.616,0.734,0.664,47.1,0.64,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0228,2024-03-28,Maharashtra,20.22133,75.86406,SNPP-VIIRS,54.1,36.0,28.7,9.5,2.1,0.42,0.629,1.0,49.4,2.69,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0061,2024-03-28,Odisha,21.87767,84.75337,SNPP-VIIRS,49.8,30.1,24.8,5.2,1.9,0.431,0.633,0.882,48.6,8.91,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0144,2024-03-29,Maharashtra,20.12682,75.66839,SNPP-VIIRS,73.7,34.8,37.2,7.7,1.8,0.506,0.509,0.74,41.3,0.82,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0012,2024-03-29,Uttarakhand,30.65192,78.27704,MODIS,38.0,28.1,31.4,7.6,8.4,0.404,0.706,0.617,32.0,4.56,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0235,2024-03-29,Uttarakhand,30.88105,79.09417,SNPP-VIIRS,39.7,27.0,21.7,6.0,0.4,0.535,0.722,0.859,41.5,4.53,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0112,2024-03-30,Chhattisgarh,21.0604,81.94004,SNPP-VIIRS,44.7,29.2,37.3,8.4,0.2,0.547,0.52,0.693,44.9,2.28,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0108,2024-03-30,Himachal Pradesh,30.93612,77.24145,SNPP-VIIRS,41.7,29.9,37.6,6.8,1.3,0.427,0.7,0.697,30.7,5.13,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0082,2024-03-30,Karnataka,14.67739,75.81924,SNPP-VIIRS,35.0,27.2,29.7,6.1,3.6,0.425,0.66,0.714,20.5,1.23,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0197,2024-03-30,Manipur,24.76138,94.25685,SNPP-VIIRS,55.2,31.0,33.5,10.4,0.4,0.465,0.69,0.917,31.1,2.38,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0083,2024-03-30,Telangana,18.41501,78.56231,SNPP-VIIRS,35.0,32.1,33.8,10.1,1.7,0.304,0.636,0.857,45.9,8.13,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0246,2024-03-30,Telangana,18.12881,79.3825,MODIS,56.9,34.9,40.4,8.8,3.0,0.352,0.733,0.68,23.6,6.74,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0173,2024-04-01,Himachal Pradesh,30.78358,77.25083,SNPP-VIIRS,53.5,34.9,34.0,7.3,1.3,0.641,0.559,1.0,55.6,3.51,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0085,2024-04-03,Andhra Pradesh,15.95613,79.29925,SNPP-VIIRS,52.5,39.0,43.6,5.8,0.9,0.551,0.591,0.745,49.9,2.87,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0234,2024-04-03,Manipur,25.02991,93.91443,SNPP-VIIRS,72.1,43.5,26.2,6.8,0.0,0.468,0.433,1.0,62.4,3.06,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0040,2024-04-03,Odisha,21.74167,85.44262,SNPP-VIIRS,57.8,34.5,46.9,7.6,0.2,0.402,0.597,0.692,36.5,6.33,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0261,2024-04-04,Chhattisgarh,21.23409,81.55098,SNPP-VIIRS,71.4,41.4,19.1,15.1,3.3,0.405,0.489,1.0,62.2,0.84,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0225,2024-04-05,Himachal Pradesh,30.08597,76.55898,SNPP-VIIRS,62.9,37.6,26.6,5.9,2.0,0.609,0.49,0.848,46.9,0.82,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0288,2024-04-05,Karnataka,14.77446,75.35879,SNPP-VIIRS,74.8,37.6,18.7,6.7,0.1,0.465,0.55,0.906,44.5,3.72,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0253,2024-04-06,Madhya Pradesh,23.63864,78.96722,SNPP-VIIRS,69.1,39.9,28.4,10.3,3.0,0.446,0.528,0.979,56.1,3.35,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0091,2024-04-07,Chhattisgarh,22.3253,81.57137,SNPP-VIIRS,53.1,35.6,18.5,10.8,0.8,0.316,0.556,0.896,50.9,0.61,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0021,2024-04-08,Sikkim,27.19531,89.45547,SNPP-VIIRS,49.4,37.7,35.5,4.8,2.2,0.524,0.487,0.875,36.9,5.17,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0185,2024-04-09,Tamil Nadu,11.42777,79.01752,SNPP-VIIRS,52.6,35.8,33.7,6.9,2.0,0.439,0.542,1.0,36.8,1.79,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0162,2024-04-09,Uttarakhand,30.54765,78.38106,SNPP-VIIRS,66.6,40.2,29.9,7.9,0.7,0.568,0.557,0.929,49.5,2.84,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0193,2024-04-10,Assam,26.7556,92.05433,SNPP-VIIRS,60.0,33.7,12.0,5.9,3.2,0.423,0.528,1.0,39.9,8.32,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0158,2024-04-11,Nagaland,26.51457,94.02191,SNPP-VIIRS,43.1,30.6,19.3,4.9,5.5,0.497,0.59,0.776,54.4,10.27,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0046,2024-04-11,Tamil Nadu,11.33546,77.85427,SNPP-VIIRS,59.8,35.4,32.3,12.0,1.2,0.459,0.627,0.836,54.9,2.74,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0269,2024-04-12,Assam,26.19398,92.73289,SNPP-VIIRS,64.3,37.1,55.7,7.9,1.0,0.521,0.662,0.582,38.8,6.48,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0057,2024-04-12,Madhya Pradesh,22.24713,79.21245,SNPP-VIIRS,42.3,33.6,27.4,5.8,0.0,0.38,0.589,0.711,40.1,4.13,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0043,2024-04-12,Odisha,20.89135,85.07535,SNPP-VIIRS,53.4,36.6,35.8,6.2,0.5,0.462,0.719,0.821,58.7,4.14,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0009,2024-04-14,Bihar,24.5238,85.62165,SNPP-VIIRS,58.9,32.3,44.5,9.4,0.4,0.352,0.608,0.604,52.0,1.25,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0203,2024-04-14,Madhya Pradesh,24.06364,78.68713,SNPP-VIIRS,57.3,41.6,38.9,5.7,4.4,0.491,0.463,0.895,54.9,2.93,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0286,2024-04-16,Karnataka,14.73559,75.92505,SNPP-VIIRS,61.4,40.7,39.7,9.3,1.7,0.165,0.494,0.834,56.9,8.63,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0242,2024-04-16,Tamil Nadu,10.8157,78.54184,SNPP-VIIRS,39.5,35.6,53.0,9.5,0.6,0.509,0.639,0.593,35.4,2.66,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0019,2024-04-16,Telangana,17.6518,79.17234,SNPP-VIIRS,39.7,29.9,44.4,12.5,1.0,0.189,0.621,0.565,42.5,14.38,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0147,2024-04-17,Jharkhand,24.42058,85.39879,SNPP-VIIRS,41.9,36.3,31.5,13.7,5.3,0.366,0.594,0.872,56.6,20.28,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0106,2024-04-17,Odisha,20.25066,85.16014,SNPP-VIIRS,57.3,38.0,38.3,4.8,0.8,0.639,0.494,0.975,40.1,1.89,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0275,2024-04-17,Odisha,21.20601,85.61297,SNPP-VIIRS,65.4,35.1,12.0,13.2,1.5,0.609,0.492,1.0,67.3,13.66,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0168,2024-04-17,Tamil Nadu,10.46138,79.29315,SNPP-VIIRS,67.6,39.0,31.0,11.0,2.2,0.46,0.523,0.827,53.0,2.17,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0034,2024-04-18,Karnataka,14.69061,75.40109,SNPP-VIIRS,52.4,30.6,27.8,9.5,1.0,0.465,0.602,0.743,35.2,3.57,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0055,2024-04-18,Odisha,21.51831,85.21814,SNPP-VIIRS,63.1,35.1,30.1,9.5,5.5,0.31,0.559,0.825,50.4,2.61,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0157,2024-04-19,Himachal Pradesh,30.60716,77.06319,SNPP-VIIRS,36.5,34.5,31.7,9.8,1.5,0.391,0.609,0.954,49.7,2.23,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0096,2024-04-19,Mizoram,23.54277,93.72597,SNPP-VIIRS,58.6,30.5,48.1,12.2,1.8,0.521,0.629,0.7,40.5,0.51,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0241,2024-04-19,Telangana,18.43539,79.40602,SNPP-VIIRS,51.8,35.7,34.6,5.5,0.1,0.334,0.552,0.885,46.5,1.34,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0016,2024-04-20,Gujarat,21.33114,70.65535,SNPP-VIIRS,51.8,35.9,46.6,8.6,0.4,0.545,0.531,0.743,54.6,0.6,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0107,2024-04-20,Madhya Pradesh,23.47283,77.87515,MODIS,35.0,33.7,13.0,7.0,0.4,0.68,0.554,1.0,40.1,3.69,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0132,2024-04-21,Uttarakhand,29.96308,79.54693,SNPP-VIIRS,51.7,29.6,33.6,8.6,0.7,0.777,0.712,0.824,49.2,2.98,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0179,2024-04-22,Tripura,25.08299,91.43874,SNPP-VIIRS,42.8,33.5,26.3,7.3,0.9,0.52,0.742,0.893,43.3,3.93,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0126,2024-04-23,Madhya Pradesh,22.40328,78.60196,MODIS,36.2,31.8,28.0,12.7,0.5,0.574,0.647,0.768,37.6,2.93,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0001,2024-04-23,Tamil Nadu,11.09337,77.97252,SNPP-VIIRS,78.1,34.1,32.5,13.8,1.6,0.463,0.5,0.84,36.9,5.79,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0259,2024-04-24,Arunachal Pradesh,28.23883,94.75604,SNPP-VIIRS,78.1,34.3,26.6,12.7,0.5,0.501,0.583,0.917,52.6,0.6,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0277,2024-04-24,Jharkhand,22.67155,84.98193,SNPP-VIIRS,46.8,31.9,12.0,7.6,2.7,0.54,0.582,1.0,46.9,4.91,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0081,2024-04-24,Nagaland,25.76001,94.18428,SNPP-VIIRS,59.2,40.3,28.4,12.8,1.7,0.636,0.505,0.789,61.1,5.16,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0227,2024-04-25,Andhra Pradesh,15.74522,79.39755,SNPP-VIIRS,60.0,34.8,27.8,7.2,1.0,0.598,0.425,0.798,42.8,4.37,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0120,2024-04-25,Mizoram,22.7193,93.37797,SNPP-VIIRS,41.9,32.6,21.6,11.9,0.9,0.494,0.634,0.832,46.9,5.28,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0155,2024-04-26,Assam,26.72549,93.25953,SNPP-VIIRS,46.4,32.6,16.1,9.6,0.1,0.629,0.458,0.86,43.0,2.46,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0272,2024-04-27,Chhattisgarh,21.97843,81.37945,SNPP-VIIRS,35.0,29.8,41.9,4.8,2.8,0.65,0.732,0.507,33.5,2.39,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0206,2024-04-27,Gujarat,22.6618,71.36499,SNPP-VIIRS,51.3,30.4,37.1,2.4,1.0,0.502,0.633,0.779,42.8,6.22,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0216,2024-04-27,Rajasthan,27.93943,74.15919,SNPP-VIIRS,77.3,37.2,38.3,13.4,0.6,0.483,0.507,0.775,54.2,1.31,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0069,2024-04-28,Andhra Pradesh,16.12022,79.00746,SNPP-VIIRS,68.3,37.5,50.1,11.3,0.8,0.459,0.601,0.625,34.3,5.62,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0282,2024-04-28,Chhattisgarh,21.76583,82.71391,SNPP-VIIRS,50.2,33.4,32.5,9.0,0.4,0.428,0.555,0.643,44.9,1.96,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0022,2024-04-28,Jharkhand,22.54494,85.07809,SNPP-VIIRS,35.0,35.1,33.7,7.7,2.1,0.419,0.68,0.703,55.6,24.72,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0003,2024-04-28,Telangana,18.13043,78.22854,SNPP-VIIRS,83.7,39.1,38.5,15.6,2.6,0.423,0.495,0.765,62.0,2.29,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0295,2024-04-28,Telangana,17.61771,78.80311,SNPP-VIIRS,58.3,34.2,43.1,5.0,0.6,0.408,0.539,0.749,43.8,1.7,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0180,2024-04-29,Rajasthan,26.73647,73.91187,SNPP-VIIRS,73.9,35.7,15.3,11.9,4.0,0.499,0.435,0.898,47.2,1.47,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0207,2024-04-30,Bihar,25.44581,84.53929,MODIS,43.3,30.8,21.4,8.0,1.7,0.496,0.673,0.987,46.4,2.79,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0254,2024-04-30,Gujarat,22.64626,70.56775,SNPP-VIIRS,70.3,33.6,47.2,10.9,13.3,0.431,0.698,0.568,35.7,5.89,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0195,2024-05-01,Chhattisgarh,21.18975,81.4306,SNPP-VIIRS,70.7,44.8,47.2,12.4,8.5,0.446,0.501,0.833,65.0,8.97,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0124,2024-05-02,Karnataka,14.50024,75.77414,MODIS,48.9,35.5,48.1,8.3,9.2,0.569,0.753,0.498,40.3,2.92,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0010,2024-05-02,Madhya Pradesh,22.16113,79.35059,SNPP-VIIRS,40.5,27.6,51.3,6.6,2.3,0.415,0.767,0.44,28.6,7.42,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0073,2024-05-04,Telangana,18.61903,79.44483,SNPP-VIIRS,61.1,31.0,64.3,11.9,10.6,0.408,0.739,0.337,35.2,1.5,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0222,2024-05-05,Madhya Pradesh,23.01245,78.36687,MODIS,47.9,37.3,51.1,9.5,14.5,0.543,0.66,0.562,50.7,29.49,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0237,2024-05-06,Madhya Pradesh,22.11336,78.79951,SNPP-VIIRS,42.4,31.8,33.7,12.9,14.0,0.434,0.641,0.571,31.8,1.8,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0060,2024-05-07,Assam,26.60139,92.56278,SNPP-VIIRS,36.5,24.7,28.2,2.5,0.0,0.632,0.7,0.831,31.1,1.44,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0217,2024-05-07,Bihar,26.14959,84.72359,SNPP-VIIRS,46.3,28.8,56.2,7.4,14.3,0.643,0.775,0.411,32.8,3.76,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0163,2024-05-07,Gujarat,22.67278,71.74046,SNPP-VIIRS,66.4,40.0,22.8,11.1,0.6,0.464,0.479,0.985,54.0,1.2,extreme,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0258,2024-05-09,Assam,26.4487,92.76768,MODIS,37.5,32.4,37.9,14.2,1.8,0.487,0.668,0.666,36.9,7.92,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0196,2024-05-09,Chhattisgarh,21.25963,80.64048,SNPP-VIIRS,57.4,36.7,25.9,8.8,5.2,0.581,0.577,0.963,45.4,2.72,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0175,2024-05-10,Chhattisgarh,20.19317,82.55531,SNPP-VIIRS,62.2,32.3,34.3,5.5,26.8,0.457,0.745,0.62,22.6,2.09,moderate,synthetic_event_calibrated_to_FSI_patterns
