Record_ID,Date,Year,Month,Region,State,City,Max_Temperature_C,Min_Temperature_C,Relative_Humidity_Pct,Wind_Speed_kmh,Urban_Heat_Island_Delta_C,Heat_Index_C,Wet_Bulb_Temp_C,IMD_Heatwave_Category,IMD_Warning_Alert,Reported_Heat_Exhaustion_Cases,Power_Grid_Peak_Stress_Index
IND-HW-001149,2024-06-17,2024,June,West,Gujarat,Ahmedabad,40.2,30.2,39,13.9,1.7,48.2,28.5,Moderate Heat,Yellow,18,4.4
IND-HW-001150,2023-05-03,2023,May,Central,Madhya Pradesh,Gwalior,43.3,29.6,27,22.0,1.7,48.2,27.5,Moderate Heat,Yellow,9,5.7
IND-HW-001151,2019-05-12,2019,May,North,Rajasthan,Churu,45.7,33.1,24,16.7,3.2,51.2,28.1,Heatwave,Orange,23,7.5
IND-HW-001152,2022-06-25,2022,June,North,Rajasthan,Phalodi,46.6,35.0,15,7.9,2.5,46.7,24.9,Heatwave,Orange,17,6.9
IND-HW-001153,2022-06-04,2022,June,West,Maharashtra,Nagpur (Vidarbha),45.3,34.1,20,6.0,3.8,47.8,26.3,Heatwave,Orange,14,6.5
IND-HW-001154,2020-05-16,2020,May,South,Andhra Pradesh,Vijayawada,47.8,36.4,44,11.4,1.7,77.5,36.0,Severe Heatwave,Red,89,8.3
IND-HW-001155,2024-05-04,2024,May,North,Uttar Pradesh,Prayagraj,50.5,38.5,16,19.1,3.8,53.6,27.9,Severe Heatwave,Red,22,8.7
IND-HW-001156,2022-06-23,2022,June,North,Uttar Pradesh,Prayagraj,40.7,26.5,37,17.2,2.9,48.3,28.4,Moderate Heat,Yellow,12,4.3
IND-HW-001157,2024-05-01,2024,May,North,Uttar Pradesh,Varanasi,44.9,35.1,33,6.8,1.0,56.3,30.6,Heatwave,Orange,37,6.8
IND-HW-001158,2022-05-25,2022,May,Central,Madhya Pradesh,Bhopal,41.3,27.5,27,14.4,1.9,44.3,26.0,Moderate Heat,Yellow,9,5.2
IND-HW-001159,2023-05-24,2023,May,North,Rajasthan,Churu,47.7,37.6,12,17.4,3.5,46.3,24.1,Severe Heatwave,Red,17,7.9
IND-HW-001160,2019-06-15,2019,June,South,Tamil Nadu,Chennai,37.9,24.5,70,9.5,1.3,62.1,33.0,Normal,Green,36,3.2
IND-HW-001161,2022-05-21,2022,May,West,Maharashtra,Nagpur (Vidarbha),48.2,37.2,20,20.3,0.7,53.1,28.3,Severe Heatwave,Red,28,8.3
IND-HW-001162,2021-06-19,2021,June,North,Rajasthan,Phalodi,46.7,36.2,14,9.7,1.0,46.3,24.5,Heatwave,Orange,21,7.5
IND-HW-001163,2024-05-28,2024,May,South,Andhra Pradesh,Vijayawada,42.0,28.8,44,16.6,4.0,56.7,31.2,Moderate Heat,Yellow,34,5.2
IND-HW-001164,2024-06-10,2024,June,West,Maharashtra,Nagpur (Vidarbha),47.4,34.4,28,19.9,1.6,58.4,30.8,Severe Heatwave,Red,33,7.4
IND-HW-001165,2024-04-13,2024,April,East,West Bengal,Kolkata,42.1,31.5,54,20.4,2.5,65.7,33.6,Heatwave,Orange,51,5.5
IND-HW-001166,2023-04-18,2023,April,Central,Madhya Pradesh,Gwalior,47.7,36.6,15,21.3,4.1,48.3,25.6,Severe Heatwave,Red,20,7.8
IND-HW-001167,2024-05-24,2024,May,East,Bihar,Gaya,44.2,33.4,35,13.3,3.7,56.0,30.6,Moderate Heat,Yellow,35,6.5
IND-HW-001168,2020-05-25,2020,May,East,West Bengal,Kolkata,41.3,27.4,55,4.8,1.3,63.4,33.1,Moderate Heat,Yellow,52,5.5
IND-HW-001169,2022-05-19,2022,May,South,Telangana,Ramagundam,48.0,34.5,27,18.1,1.0,59.0,30.9,Severe Heatwave,Red,50,8.6
IND-HW-001170,2023-05-30,2023,May,South,Telangana,Hyderabad,43.6,29.2,31,14.8,3.1,51.5,28.9,Moderate Heat,Yellow,24,6.5
IND-HW-001171,2023-05-23,2023,May,East,West Bengal,Kolkata,41.3,31.1,64,16.0,4.1,72.1,35.0,Moderate Heat,Yellow,66,4.8
IND-HW-001172,2023-06-10,2023,June,East,Bihar,Gaya,47.0,35.4,32,5.7,1.1,61.2,31.9,Severe Heatwave,Red,34,7.1
IND-HW-001173,2021-04-06,2021,April,Central,Madhya Pradesh,Bhopal,41.5,31.9,31,21.2,2.3,46.7,27.3,Moderate Heat,Yellow,27,5.0
IND-HW-001174,2019-06-09,2019,June,North,Haryana,Hisar,45.4,35.4,31,15.1,4.2,55.9,30.3,Heatwave,Orange,29,6.9
IND-HW-001175,2024-06-24,2024,June,North,Rajasthan,Churu,43.8,32.4,14,20.2,2.4,42.4,22.7,Moderate Heat,Yellow,12,6.6
IND-HW-001176,2023-04-08,2023,April,West,Maharashtra,Chandrapur,47.6,37.9,19,5.6,0.6,51.1,27.4,Severe Heatwave,Red,33,7.8
IND-HW-001177,2020-04-14,2020,April,North,Punjab,Bathinda,44.2,30.3,38,13.0,1.3,58.5,31.4,Moderate Heat,Yellow,39,6.7
IND-HW-001178,2024-04-25,2024,April,Central,Madhya Pradesh,Bhopal,41.9,27.7,34,8.5,1.1,49.4,28.5,Moderate Heat,Yellow,26,5.3
IND-HW-001179,2024-05-08,2024,May,West,Gujarat,Ahmedabad,44.0,34.3,35,12.9,1.3,55.5,30.4,Moderate Heat,Yellow,30,6.3
IND-HW-001180,2020-04-02,2020,April,East,Bihar,Gaya,37.9,27.7,39,14.4,3.1,42.7,26.6,Normal,Green,7,4.1
IND-HW-001181,2024-05-26,2024,May,North,Rajasthan,Jaipur,42.6,32.4,36,13.0,3.8,52.5,29.6,Moderate Heat,Yellow,35,6.2
IND-HW-001182,2024-04-09,2024,April,West,Maharashtra,Chandrapur,41.9,31.9,28,21.0,3.2,45.9,26.7,Moderate Heat,Yellow,12,4.8
IND-HW-001183,2024-04-02,2024,April,North,Rajasthan,Churu,42.2,28.2,19,7.2,2.5,42.2,23.8,Moderate Heat,Yellow,7,5.5
IND-HW-001184,2024-05-15,2024,May,North,Uttar Pradesh,Prayagraj,44.8,35.1,41,8.1,3.8,63.1,32.8,Heatwave,Orange,48,6.6
IND-HW-001185,2022-04-22,2022,April,West,Gujarat,Ahmedabad,47.5,35.2,31,21.0,3.9,61.6,31.9,Severe Heatwave,Red,39,7.2
IND-HW-001186,2022-06-06,2022,June,North,Uttar Pradesh,Varanasi,40.6,28.1,38,16.1,2.3,48.6,28.6,Moderate Heat,Yellow,14,4.9
IND-HW-001187,2019-06-04,2019,June,South,Telangana,Ramagundam,44.4,33.2,32,16.4,1.4,54.2,29.9,Moderate Heat,Yellow,25,6.4
IND-HW-001188,2019-04-19,2019,April,South,Tamil Nadu,Chennai,41.9,29.3,63,21.1,3.2,73.9,35.3,Moderate Heat,Yellow,63,5.7
IND-HW-001189,2022-06-01,2022,June,Central,Madhya Pradesh,Gwalior,47.8,37.6,29,13.4,1.4,60.4,31.5,Severe Heatwave,Red,45,7.5
IND-HW-001190,2022-05-27,2022,May,North,Rajasthan,Jaipur,46.1,34.0,13,4.4,1.0,44.9,23.6,Heatwave,Orange,24,7.4
IND-HW-001191,2020-06-26,2020,June,Central,Madhya Pradesh,Bhopal,41.2,31.0,37,12.4,1.4,49.5,28.8,Moderate Heat,Yellow,22,4.4
IND-HW-001192,2022-06-15,2022,June,North,Uttar Pradesh,Varanasi,43.3,28.9,34,18.3,1.4,52.9,29.6,Moderate Heat,Yellow,23,6.0
IND-HW-001193,2020-04-12,2020,April,North,Rajasthan,Churu,48.0,36.7,15,14.2,2.5,48.8,25.8,Severe Heatwave,Red,18,7.8
IND-HW-001194,2024-04-15,2024,April,East,West Bengal,Kolkata,43.7,31.8,50,4.4,3.5,68.1,34.1,Heatwave,Orange,49,5.9
IND-HW-001195,2021-04-16,2021,April,North,Uttar Pradesh,Prayagraj,44.8,32.4,26,16.7,2.0,50.7,28.2,Heatwave,Orange,15,6.9
IND-HW-001196,2023-05-22,2023,May,North,Uttar Pradesh,Varanasi,44.4,31.6,35,18.9,3.8,56.6,30.8,Moderate Heat,Yellow,38,5.2
IND-HW-001197,2022-06-23,2022,June,West,Maharashtra,Nagpur (Vidarbha),40.4,30.1,37,10.2,2.5,47.5,28.1,Moderate Heat,Yellow,12,4.9
IND-HW-001198,2019-05-11,2019,May,South,Tamil Nadu,Chennai,45.1,34.4,60,13.4,2.0,86.1,37.6,Heatwave,Orange,84,6.1
IND-HW-001199,2024-05-17,2024,May,Central,Madhya Pradesh,Gwalior,47.8,33.3,12,10.6,2.5,46.5,24.1,Severe Heatwave,Red,15,8.0
IND-HW-001200,2022-05-09,2022,May,South,Tamil Nadu,Chennai,43.6,29.8,58,7.2,3.8,76.3,35.8,Heatwave,Orange,61,5.3
IND-HW-001201,2021-04-13,2021,April,North,Uttar Pradesh,Varanasi,41.4,29.2,47,15.7,0.7,57.1,31.4,Moderate Heat,Yellow,23,4.9
IND-HW-001202,2020-04-03,2020,April,North,Haryana,Hisar,42.6,31.8,17,4.9,0.8,42.0,23.3,Moderate Heat,Yellow,5,5.6
IND-HW-001203,2021-05-13,2021,May,North,Rajasthan,Churu,46.5,33.7,15,21.2,1.6,46.6,24.9,Heatwave,Orange,16,7.2
IND-HW-001204,2019-06-20,2019,June,West,Maharashtra,Nagpur (Vidarbha),44.6,30.3,33,6.5,4.1,55.5,30.3,Heatwave,Orange,30,6.8
IND-HW-001205,2022-06-27,2022,June,West,Maharashtra,Chandrapur,45.6,33.8,23,13.5,3.5,50.3,27.7,Heatwave,Orange,17,5.8
IND-HW-001206,2022-05-16,2022,May,South,Tamil Nadu,Chennai,43.7,32.1,69,18.3,4.0,90.5,38.2,Heatwave,Orange,91,6.4
IND-HW-001207,2024-05-16,2024,May,North,Punjab,Bathinda,45.2,31.4,24,15.8,3.5,50.2,27.8,Heatwave,Orange,28,7.2
IND-HW-001208,2023-06-25,2023,June,Central,Madhya Pradesh,Gwalior,44.9,31.8,26,21.4,3.7,50.9,28.3,Heatwave,Orange,19,6.8
IND-HW-001209,2019-05-23,2019,May,West,Maharashtra,Chandrapur,47.7,34.7,11,9.5,0.8,45.7,23.5,Severe Heatwave,Red,14,7.1
IND-HW-001210,2020-04-24,2020,April,East,West Bengal,Kolkata,43.1,29.2,53,20.4,1.9,68.7,34.2,Heatwave,Orange,52,5.5
IND-HW-001211,2022-05-11,2022,May,South,Tamil Nadu,Chennai,39.2,27.8,57,16.0,1.8,57.2,31.7,Normal,Green,38,4.2
IND-HW-001212,2020-04-02,2020,April,East,Bihar,Gaya,43.1,32.5,32,4.5,2.2,51.0,28.9,Moderate Heat,Yellow,27,5.6
IND-HW-001213,2019-06-16,2019,June,North,Rajasthan,Churu,45.4,34.5,12,14.9,4.2,43.5,22.7,Heatwave,Orange,11,6.6
IND-HW-001214,2024-04-12,2024,April,West,Gujarat,Ahmedabad,48.3,34.2,33,10.7,1.1,66.1,33.2,Severe Heatwave,Red,46,8.5
IND-HW-001215,2019-04-18,2019,April,North,Delhi,New Delhi,41.6,28.9,22,4.1,3.7,42.5,24.5,Moderate Heat,Yellow,9,5.0
IND-HW-001216,2024-05-06,2024,May,South,Telangana,Hyderabad,42.6,29.6,34,7.7,3.8,51.1,29.1,Moderate Heat,Yellow,25,5.6
IND-HW-001217,2020-05-12,2020,May,South,Tamil Nadu,Chennai,39.5,25.4,60,4.2,1.2,60.6,32.5,Normal,Green,42,3.5
IND-HW-001218,2024-05-03,2024,May,North,Rajasthan,Jaipur,48.5,35.8,14,16.0,3.8,48.8,25.6,Severe Heatwave,Red,23,8.0
IND-HW-001219,2023-06-20,2023,June,South,Telangana,Hyderabad,41.7,28.6,27,15.5,2.2,45.0,26.3,Moderate Heat,Yellow,13,5.3
IND-HW-001220,2023-05-25,2023,May,South,Tamil Nadu,Chennai,41.1,31.0,59,11.7,1.2,66.3,33.8,Moderate Heat,Yellow,64,4.8
IND-HW-001221,2019-05-22,2019,May,West,Gujarat,Ahmedabad,46.4,35.0,34,13.2,4.0,61.4,32.0,Heatwave,Orange,34,7.6
IND-HW-001222,2024-06-23,2024,June,North,Haryana,Hisar,44.0,33.8,26,19.5,2.3,49.1,27.6,Moderate Heat,Yellow,17,6.5
IND-HW-001223,2024-05-05,2024,May,West,Gujarat,Ahmedabad,45.1,30.8,36,6.5,3.0,59.4,31.6,Heatwave,Orange,38,7.6
IND-HW-001224,2023-05-24,2023,May,North,Rajasthan,Jaipur,43.6,30.2,21,10.8,0.5,45.4,25.5,Moderate Heat,Yellow,18,6.0
IND-HW-001225,2022-05-29,2022,May,East,West Bengal,Kolkata,38.1,25.2,62,7.5,3.6,56.8,31.7,Normal,Green,30,3.3
IND-HW-001226,2023-05-22,2023,May,North,Punjab,Bathinda,43.6,32.6,18,15.6,0.9,43.9,24.3,Moderate Heat,Yellow,12,6.4
IND-HW-001227,2019-04-19,2019,April,North,Haryana,Hisar,40.2,26.3,30,5.3,3.6,43.5,26.1,Moderate Heat,Yellow,8,4.7
IND-HW-001228,2023-04-12,2023,April,North,Rajasthan,Phalodi,45.8,33.7,18,21.8,0.6,47.4,25.8,Heatwave,Orange,23,6.9
IND-HW-001229,2024-04-10,2024,April,North,Rajasthan,Churu,40.6,29.4,23,10.0,3.8,41.3,24.2,Moderate Heat,Yellow,4,5.0
IND-HW-001230,2022-05-18,2022,May,East,Bihar,Patna,43.0,31.4,31,9.5,0.8,50.1,28.5,Moderate Heat,Yellow,26,5.3
IND-HW-001231,2019-06-18,2019,June,North,Uttar Pradesh,Prayagraj,44.0,30.4,29,6.4,3.2,51.0,28.6,Moderate Heat,Yellow,22,6.3
IND-HW-001232,2022-04-16,2022,April,North,Delhi,New Delhi,44.4,32.8,25,7.1,4.1,49.2,27.6,Moderate Heat,Yellow,23,6.3
IND-HW-001233,2023-06-10,2023,June,North,Rajasthan,Jaipur,44.5,32.2,16,10.7,4.0,44.3,24.1,Heatwave,Orange,13,6.3
IND-HW-001234,2019-05-17,2019,May,East,Bihar,Patna,45.2,30.8,38,12.2,0.9,61.6,32.3,Heatwave,Orange,34,6.5
IND-HW-001235,2020-06-05,2020,June,South,Andhra Pradesh,Vijayawada,42.9,32.4,56,12.7,3.9,71.0,34.7,Heatwave,Orange,70,6.3
IND-HW-001236,2020-04-30,2020,April,South,Telangana,Hyderabad,43.8,32.2,29,6.5,3.6,50.6,28.5,Moderate Heat,Yellow,23,5.9
IND-HW-001237,2024-06-14,2024,June,North,Rajasthan,Phalodi,44.6,31.0,11,4.2,1.3,42.1,21.7,Heatwave,Orange,7,6.4
IND-HW-001238,2019-04-08,2019,April,South,Andhra Pradesh,Vijayawada,41.1,29.9,61,19.7,3.9,68.2,34.2,Moderate Heat,Yellow,58,4.8
IND-HW-001239,2023-06-28,2023,June,West,Gujarat,Ahmedabad,43.2,32.9,39,15.0,0.6,56.4,30.9,Moderate Heat,Yellow,38,5.5
IND-HW-001240,2022-05-31,2022,May,East,West Bengal,Kolkata,43.3,29.9,63,7.1,2.8,80.7,36.6,Heatwave,Orange,71,5.9
IND-HW-001241,2023-05-14,2023,May,West,Maharashtra,Chandrapur,45.6,35.2,25,15.9,2.3,51.7,28.4,Heatwave,Orange,29,7.4
IND-HW-001242,2024-05-19,2024,May,West,Gujarat,Ahmedabad,43.5,30.7,42,7.2,2.5,59.8,31.9,Moderate Heat,Yellow,49,5.3
IND-HW-001243,2019-05-05,2019,May,North,Rajasthan,Churu,47.5,37.8,20,21.8,1.1,51.7,27.8,Severe Heatwave,Red,22,7.8
IND-HW-001244,2021-06-15,2021,June,Central,Madhya Pradesh,Bhopal,43.1,32.1,37,7.2,1.2,54.5,30.3,Moderate Heat,Yellow,45,6.4
IND-HW-001245,2024-05-30,2024,May,North,Rajasthan,Churu,45.0,31.1,20,12.8,2.1,47.2,26.1,Heatwave,Orange,12,5.9
IND-HW-001246,2021-06-24,2021,June,South,Tamil Nadu,Chennai,36.0,23.9,65,14.9,2.2,51.0,30.3,Normal,Green,30,2.4
IND-HW-001247,2020-06-28,2020,June,Central,Madhya Pradesh,Bhopal,40.4,28.0,34,9.4,3.3,45.9,27.3,Moderate Heat,Yellow,9,4.8
IND-HW-001248,2024-05-24,2024,May,Central,Madhya Pradesh,Bhopal,42.7,30.1,30,21.5,2.4,48.8,28.0,Moderate Heat,Yellow,15,4.7
IND-HW-001249,2024-06-04,2024,June,North,Haryana,Hisar,44.0,30.4,20,10.3,3.2,45.5,25.4,Moderate Heat,Yellow,11,5.6
IND-HW-001250,2022-04-14,2022,April,East,West Bengal,Kolkata,39.8,26.4,72,9.7,2.4,72.9,35.1,Normal,Green,60,3.9
IND-HW-001251,2021-04-04,2021,April,North,Delhi,New Delhi,39.8,28.9,37,15.7,2.9,46.1,27.7,Normal,Green,16,4.0
IND-HW-001252,2022-04-17,2022,April,West,Gujarat,Ahmedabad,47.3,35.4,30,19.9,3.2,60.1,31.4,Severe Heatwave,Red,39,7.5
IND-HW-001253,2020-06-07,2020,June,North,Haryana,Hisar,43.1,30.3,18,20.1,1.2,43.1,24.0,Moderate Heat,Yellow,8,5.9
IND-HW-001254,2023-04-24,2023,April,Central,Madhya Pradesh,Gwalior,43.7,32.8,26,16.3,0.8,48.4,27.4,Moderate Heat,Yellow,20,5.6
IND-HW-001255,2023-05-19,2023,May,North,Punjab,Bathinda,46.7,32.4,24,7.9,3.3,53.3,28.9,Heatwave,Orange,32,7.0
IND-HW-001256,2024-05-24,2024,May,North,Rajasthan,Phalodi,49.6,39.1,12,20.8,2.5,48.8,25.2,Severe Heatwave,Red,21,8.8
IND-HW-001257,2019-06-10,2019,June,North,Rajasthan,Phalodi,46.7,35.6,11,9.1,2.5,44.5,22.9,Heatwave,Orange,12,7.8
IND-HW-001258,2023-04-23,2023,April,South,Telangana,Ramagundam,39.4,29.5,23,18.4,2.3,39.4,23.3,Normal,Green,2,4.0
IND-HW-001259,2020-06-19,2020,June,North,Uttar Pradesh,Prayagraj,45.5,34.4,33,4.1,3.9,57.9,31.0,Heatwave,Orange,42,7.5
IND-HW-001260,2022-04-12,2022,April,West,Maharashtra,Nagpur (Vidarbha),43.7,30.7,29,4.4,0.6,50.4,28.4,Moderate Heat,Yellow,26,6.0
IND-HW-001261,2024-04-10,2024,April,West,Maharashtra,Nagpur (Vidarbha),42.5,28.2,29,20.1,2.9,47.7,27.5,Moderate Heat,Yellow,26,5.5
IND-HW-001262,2020-06-13,2020,June,South,Telangana,Hyderabad,41.7,30.3,31,12.7,1.1,47.1,27.5,Moderate Heat,Yellow,14,4.9
IND-HW-001263,2023-04-29,2023,April,North,Uttar Pradesh,Varanasi,41.7,27.5,49,20.9,2.6,59.7,32.1,Moderate Heat,Yellow,47,5.3
IND-HW-001264,2023-06-01,2023,June,North,Rajasthan,Churu,45.0,34.4,23,20.2,3.1,49.1,27.3,Heatwave,Orange,20,7.1
IND-HW-001265,2024-05-22,2024,May,West,Maharashtra,Nagpur (Vidarbha),47.1,32.9,14,10.2,1.2,46.8,24.8,Severe Heatwave,Red,14,7.8
IND-HW-001266,2023-05-18,2023,May,South,Telangana,Hyderabad,43.4,31.8,35,8.8,3.8,53.9,30.0,Moderate Heat,Yellow,22,5.6
IND-HW-001267,2024-06-24,2024,June,North,Uttar Pradesh,Prayagraj,43.3,33.6,40,12.0,1.2,57.5,31.3,Moderate Heat,Yellow,39,5.9
IND-HW-001268,2022-06-05,2022,June,West,Maharashtra,Nagpur (Vidarbha),45.1,35.1,19,21.2,0.7,46.8,25.8,Heatwave,Orange,12,6.4
IND-HW-001269,2020-05-17,2020,May,East,West Bengal,Kolkata,39.0,26.1,62,5.4,2.5,60.3,32.5,Normal,Green,41,3.9
IND-HW-001270,2022-05-29,2022,May,East,West Bengal,Kolkata,39.9,30.0,64,17.2,1.3,65.7,33.7,Normal,Green,39,4.7
IND-HW-001271,2022-06-10,2022,June,Central,Madhya Pradesh,Gwalior,46.6,33.0,21,19.2,3.7,50.8,27.6,Heatwave,Orange,31,7.2
IND-HW-001272,2023-05-27,2023,May,East,West Bengal,Kolkata,44.4,33.1,60,22.0,1.5,82.6,36.9,Heatwave,Orange,77,6.6
IND-HW-001273,2023-06-15,2023,June,East,Bihar,Patna,39.5,29.4,48,14.2,1.8,51.8,30.0,Normal,Green,26,4.7
IND-HW-001274,2022-04-03,2022,April,West,Maharashtra,Nagpur (Vidarbha),46.9,34.7,35,6.2,2.1,63.9,32.7,Heatwave,Orange,47,7.5
IND-HW-001275,2021-06-20,2021,June,East,Odisha,Jharsuguda,43.0,31.3,44,12.9,3.7,59.9,32.0,Moderate Heat,Yellow,39,5.5
IND-HW-001276,2020-05-01,2020,May,South,Telangana,Hyderabad,41.5,27.7,36,19.0,3.3,49.6,28.8,Moderate Heat,Yellow,23,5.8
IND-HW-001277,2023-04-08,2023,April,North,Haryana,Hisar,47.3,35.4,20,17.3,3.8,51.4,27.7,Severe Heatwave,Red,20,7.0
IND-HW-001278,2023-06-26,2023,June,South,Tamil Nadu,Chennai,39.2,25.4,73,5.8,0.9,70.8,34.7,Normal,Green,56,4.2
IND-HW-001279,2023-04-30,2023,April,East,West Bengal,Kolkata,45.5,35.2,58,12.5,0.8,85.5,37.5,Heatwave,Orange,87,6.4
IND-HW-001280,2022-04-15,2022,April,North,Uttar Pradesh,Prayagraj,47.2,34.0,30,10.8,4.2,59.8,31.4,Severe Heatwave,Red,42,7.7
IND-HW-001281,2021-06-13,2021,June,East,Odisha,Jharsuguda,47.2,34.4,35,21.8,3.5,64.8,33.0,Severe Heatwave,Red,53,8.0
IND-HW-001282,2023-05-25,2023,May,North,Uttar Pradesh,Varanasi,40.7,27.8,41,14.6,2.8,50.7,29.4,Moderate Heat,Yellow,18,4.8
IND-HW-001283,2023-05-08,2023,May,North,Haryana,Hisar,44.0,31.7,15,19.1,3.3,43.1,23.3,Moderate Heat,Yellow,3,7.0
IND-HW-001284,2022-04-15,2022,April,South,Telangana,Ramagundam,43.7,34.1,28,4.1,1.3,49.7,28.1,Moderate Heat,Yellow,24,6.7
IND-HW-001285,2023-04-30,2023,April,West,Maharashtra,Nagpur (Vidarbha),48.7,35.7,10,21.2,3.9,46.2,23.5,Severe Heatwave,Red,13,8.4
IND-HW-001286,2022-05-16,2022,May,East,Bihar,Patna,44.8,31.7,33,9.5,3.7,56.0,30.5,Heatwave,Orange,29,7.5
IND-HW-001287,2023-06-03,2023,June,Central,Madhya Pradesh,Bhopal,44.9,30.6,21,11.5,4.1,47.7,26.4,Heatwave,Orange,16,6.8
IND-HW-001288,2024-04-25,2024,April,West,Maharashtra,Chandrapur,43.6,30.1,37,9.3,1.5,55.9,30.7,Moderate Heat,Yellow,35,5.9
IND-HW-001289,2023-06-17,2023,June,East,Bihar,Patna,40.3,30.1,53,5.2,3.4,58.0,31.8,Moderate Heat,Yellow,36,4.2
IND-HW-001290,2022-06-06,2022,June,Central,Madhya Pradesh,Gwalior,44.1,30.1,35,11.4,3.1,55.7,30.5,Moderate Heat,Yellow,26,6.5
IND-HW-001291,2022-05-06,2022,May,East,Odisha,Jharsuguda,50.4,38.8,27,15.6,1.5,65.2,32.7,Severe Heatwave,Red,57,9.2
IND-HW-001292,2023-06-29,2023,June,North,Punjab,Bathinda,39.2,29.5,32,14.6,3.7,42.4,25.9,Normal,Green,13,4.2
IND-HW-001293,2023-06-17,2023,June,East,West Bengal,Kolkata,44.3,33.9,53,5.0,2.4,73.8,35.3,Heatwave,Orange,52,6.2
IND-HW-001294,2022-05-01,2022,May,South,Tamil Nadu,Chennai,44.5,34.3,52,8.2,2.5,73.5,35.2,Heatwave,Orange,62,6.6
IND-HW-001295,2023-06-17,2023,June,North,Punjab,Bathinda,38.0,24.0,34,5.3,2.6,40.9,25.5,Normal,Green,11,4.4
IND-HW-001296,2019-05-10,2019,May,East,Bihar,Gaya,43.9,32.3,42,10.3,2.7,61.1,32.3,Moderate Heat,Yellow,33,6.3
IND-HW-001297,2024-06-12,2024,June,East,Bihar,Patna,44.8,33.2,40,16.9,3.9,62.2,32.5,Heatwave,Orange,40,7.0
IND-HW-001298,2024-06-11,2024,June,South,Tamil Nadu,Chennai,41.3,28.6,67,13.6,1.2,75.2,35.5,Moderate Heat,Yellow,77,5.4
IND-HW-001299,2022-05-16,2022,May,North,Punjab,Bathinda,45.1,34.8,19,14.4,2.9,46.8,25.8,Heatwave,Orange,7,6.2
IND-HW-001300,2023-05-12,2023,May,Central,Madhya Pradesh,Bhopal,42.8,33.0,27,6.0,1.1,47.2,27.1,Moderate Heat,Yellow,20,5.8
IND-HW-001301,2019-04-18,2019,April,South,Telangana,Hyderabad,41.7,29.0,33,15.7,1.1,48.3,28.1,Moderate Heat,Yellow,15,5.0
IND-HW-001302,2019-05-06,2019,May,East,Odisha,Jharsuguda,45.8,34.0,24,10.3,3.5,51.4,28.2,Heatwave,Orange,23,6.6
IND-HW-001303,2021-06-15,2021,June,North,Haryana,Hisar,44.1,32.5,20,12.4,3.7,45.7,25.5,Moderate Heat,Yellow,15,5.4
IND-HW-001304,2023-05-20,2023,May,South,Telangana,Ramagundam,45.4,32.8,27,7.1,0.8,52.8,29.0,Heatwave,Orange,36,7.4
IND-HW-001305,2024-05-30,2024,May,South,Telangana,Ramagundam,42.5,31.2,30,8.7,0.8,48.3,27.8,Moderate Heat,Yellow,17,6.0
IND-HW-001306,2022-05-10,2022,May,South,Andhra Pradesh,Vijayawada,44.0,29.7,47,10.1,3.1,66.2,33.6,Heatwave,Orange,47,5.8
IND-HW-001307,2022-04-03,2022,April,North,Punjab,Bathinda,41.1,27.9,36,19.0,1.4,48.7,28.4,Moderate Heat,Yellow,19,4.8
IND-HW-001308,2022-06-21,2022,June,North,Rajasthan,Phalodi,47.4,36.9,12,16.6,3.7,46.0,23.9,Severe Heatwave,Red,15,7.9
IND-HW-001309,2020-04-06,2020,April,South,Telangana,Ramagundam,43.6,29.2,34,11.4,1.3,53.6,29.8,Moderate Heat,Yellow,22,6.2
IND-HW-001310,2019-05-01,2019,May,Central,Madhya Pradesh,Gwalior,50.5,38.7,17,14.2,2.0,54.6,28.4,Severe Heatwave,Red,26,9.1
IND-HW-001311,2023-06-04,2023,June,North,Punjab,Bathinda,45.9,33.9,24,8.6,3.3,51.6,28.3,Heatwave,Orange,25,6.8
IND-HW-001312,2024-06-02,2024,June,East,West Bengal,Kolkata,43.2,33.4,54,10.0,0.8,70.2,34.6,Heatwave,Orange,55,6.3
IND-HW-001313,2022-06-16,2022,June,East,Bihar,Gaya,45.0,33.6,28,19.7,2.4,52.6,29.0,Heatwave,Orange,27,6.1
IND-HW-001314,2023-04-03,2023,April,North,Rajasthan,Phalodi,47.5,34.9,10,18.4,2.9,44.9,22.8,Severe Heatwave,Red,11,7.3
IND-HW-001315,2024-05-04,2024,May,West,Maharashtra,Nagpur (Vidarbha),47.4,35.9,16,12.3,3.9,48.6,25.9,Severe Heatwave,Red,22,7.8
IND-HW-001316,2019-04-15,2019,April,West,Maharashtra,Chandrapur,48.2,36.9,10,5.7,2.2,45.7,23.2,Severe Heatwave,Red,18,8.1
IND-HW-001317,2023-04-21,2023,April,North,Rajasthan,Churu,42.9,31.4,34,18.8,0.6,51.8,29.3,Moderate Heat,Yellow,21,5.4
IND-HW-001318,2023-06-01,2023,June,North,Rajasthan,Phalodi,49.5,35.4,10,11.4,3.8,47.1,24.0,Severe Heatwave,Red,11,7.9
IND-HW-001319,2023-06-22,2023,June,North,Uttar Pradesh,Prayagraj,43.0,29.3,30,20.3,1.3,49.4,28.2,Moderate Heat,Yellow,22,6.0
IND-HW-001320,2021-04-28,2021,April,West,Gujarat,Ahmedabad,46.8,34.8,26,12.2,2.7,55.2,29.7,Heatwave,Orange,33,7.0
