system_id,system_name,basin,season_year,date,time_utc,track_point_seq,latitude,longitude,max_sustained_wind_kmph,gust_speed_kmph,central_pressure_hpa,intensity_category,movement_direction,movement_speed_kmph,landfall_flag,landfall_state,landfall_coast_area
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-04,15:00,5,16.29,89.08,15.0,18.9,1002.2,Low Pressure Area,NW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-04,18:00,6,16.83,88.72,17.2,21.1,1002.3,Low Pressure Area,NNW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-04,21:00,7,17.35,88.35,27.1,32.4,996.9,Low Pressure Area,NW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-05,00:00,8,17.89,88.01,20.2,23.7,1001.3,Low Pressure Area,NNW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-05,03:00,9,18.45,87.69,28.3,36.8,993.0,Low Pressure Area,NNW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-05,06:00,10,19.03,87.41,22.3,27.4,1000.9,Low Pressure Area,NNW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-05,09:00,11,19.62,87.15,22.8,27.8,998.9,Low Pressure Area,NNW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-05,12:00,12,20.22,86.92,15.0,18.5,1000.7,Low Pressure Area,NNW,23.7,No,,
480,BOB 480 (1908),Bay of Bengal,1908,1908-10-05,15:00,13,20.82,86.72,15.0,18.7,1002.2,Low Pressure Area,NNW,23.7,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-28,15:00,1,11.08,65.9,15.0,17.6,1005.2,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-28,18:00,2,11.34,65.6,15.0,17.6,1004.3,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-28,21:00,3,11.59,65.3,15.0,18.7,1005.0,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,00:00,4,11.85,64.99,15.0,18.5,1002.2,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,03:00,5,12.1,64.69,15.0,17.9,1003.9,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,06:00,6,12.35,64.38,15.0,19.1,1003.0,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,09:00,7,12.59,64.07,15.0,19.5,1004.0,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,12:00,8,12.84,63.77,16.9,20.9,1005.4,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,15:00,9,13.11,63.47,18.1,22.3,1002.3,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,18:00,10,13.37,63.18,21.2,25.6,1001.2,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-29,21:00,11,13.64,62.89,26.3,31.2,997.8,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,00:00,12,13.91,62.6,27.9,33.8,995.5,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,03:00,13,14.17,62.31,26.5,33.1,994.7,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,06:00,14,14.43,62.01,27.3,34.4,995.4,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,09:00,15,14.69,61.71,18.3,23.8,1000.5,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,12:00,16,14.97,61.43,17.8,22.8,1001.7,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,15:00,17,15.24,61.14,18.4,23.2,1002.4,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,18:00,18,15.5,60.84,15.0,17.9,1003.9,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-30,21:00,19,15.76,60.55,15.0,17.3,1002.8,Low Pressure Area,NW,14.6,No,,
481,ARB 481 (1908),Arabian Sea,1908,1908-10-31,00:00,20,16.02,60.25,15.0,17.9,1003.2,Low Pressure Area,NW,14.6,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-04,12:00,1,14.73,90.2,15.0,17.3,1004.1,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-04,15:00,2,15.04,89.83,15.0,17.4,1001.9,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-04,18:00,3,15.35,89.45,15.0,17.3,1004.6,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-04,21:00,4,15.65,89.07,15.0,18.3,1003.3,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,00:00,5,15.96,88.7,15.0,17.4,1002.2,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,03:00,6,16.27,88.32,18.8,23.2,1002.7,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,06:00,7,16.57,87.94,23.8,30.3,1000.3,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,09:00,8,16.89,87.58,30.6,39.3,994.9,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,12:00,9,17.2,87.2,35.4,42.5,990.2,Depression,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,15:00,10,17.53,86.84,36.9,46.4,988.6,Depression,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,18:00,11,17.88,86.51,44.3,57.0,983.3,Depression,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-05,21:00,12,18.25,86.19,34.0,39.5,989.1,Depression,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-06,00:00,13,18.63,85.88,30.5,39.5,990.5,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-06,03:00,14,19.02,85.59,25.9,30.3,997.7,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-06,06:00,15,19.42,85.32,17.5,21.6,1002.6,Low Pressure Area,NW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-06,09:00,16,19.84,85.07,15.0,18.2,1003.1,Low Pressure Area,NNW,18.0,No,,
470,BOB 470 (1908),Bay of Bengal,1908,1908-11-06,12:00,17,20.27,84.84,15.0,18.1,1001.4,Low Pressure Area,NNW,18.0,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-18,21:00,1,6.82,85.88,15.0,18.0,1005.3,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,00:00,2,7.07,85.58,15.0,18.6,1005.5,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,03:00,3,7.32,85.26,15.0,18.4,1007.3,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,06:00,4,7.56,84.95,15.0,18.0,1002.2,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,09:00,5,7.79,84.63,15.0,18.8,1001.1,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,12:00,6,8.03,84.3,15.0,19.0,1003.6,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,15:00,7,8.25,83.98,27.3,33.5,995.1,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,18:00,8,8.49,83.66,28.5,35.1,996.2,Low Pressure Area,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-19,21:00,9,8.73,83.34,32.8,38.8,991.4,Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,00:00,10,8.97,83.02,36.6,46.4,988.7,Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,03:00,11,9.21,82.71,40.7,49.5,983.6,Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,06:00,12,9.46,82.4,51.8,62.2,977.9,Deep Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,09:00,13,9.73,82.11,51.1,65.3,977.7,Deep Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,12:00,14,10.01,81.82,59.0,68.6,967.4,Deep Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,15:00,15,10.3,81.55,56.1,67.1,973.5,Deep Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,18:00,16,10.6,81.3,50.9,58.8,976.3,Deep Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-20,21:00,17,10.92,81.05,44.2,56.2,980.8,Depression,NW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-21,00:00,18,11.24,80.82,42.6,49.8,981.6,Depression,NW,14.7,Yes,Andhra Pradesh,Nellore Coast
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-21,03:00,19,11.57,80.6,24.0,28.5,998.8,Low Pressure Area,NNW,14.7,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-21,06:00,20,11.92,80.41,15.3,19.1,1002.5,Low Pressure Area,NNW,14.7,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-21,09:00,1,12.9,92.46,15.0,17.9,1002.5,Low Pressure Area,NNW,24.8,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-21,09:00,21,12.27,80.23,10.0,12.6,1006.4,Low Pressure Area,NNW,14.7,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-21,12:00,2,13.45,92.07,15.0,19.2,1002.4,Low Pressure Area,NW,24.8,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-21,12:00,22,12.63,80.06,10.0,12.0,1006.6,Low Pressure Area,NNW,14.7,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-21,15:00,3,14.01,91.7,15.0,19.4,1004.4,Low Pressure Area,NNW,24.8,No,,
469,BOB 469 (1908),Bay of Bengal,1908,1908-11-21,15:00,23,13.0,79.92,10.0,12.6,1005.4,Low Pressure Area,NNW,14.7,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-21,18:00,4,14.58,91.34,15.0,18.4,1007.0,Low Pressure Area,NNW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-21,21:00,5,15.16,91.0,15.0,17.9,1003.1,Low Pressure Area,NNW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,00:00,6,15.73,90.66,15.0,17.8,1002.1,Low Pressure Area,NNW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,03:00,7,16.3,90.29,15.0,17.5,1004.1,Low Pressure Area,NNW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,06:00,8,16.87,89.95,15.0,18.0,1004.0,Low Pressure Area,NNW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,09:00,9,17.43,89.58,15.0,19.4,1003.1,Low Pressure Area,NNW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,12:00,10,17.99,89.21,16.1,20.4,1004.8,Low Pressure Area,NW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,15:00,11,18.54,88.82,22.6,27.0,996.2,Low Pressure Area,NW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,18:00,12,19.09,88.44,22.9,28.0,996.9,Low Pressure Area,NW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-22,21:00,13,19.64,88.05,29.6,37.8,993.1,Low Pressure Area,NW,24.8,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,00:00,14,20.19,87.68,36.3,41.8,988.3,Depression,NW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,00:00,1,15.29,65.21,15.0,18.8,1003.2,Low Pressure Area,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,03:00,15,20.74,87.29,31.2,39.3,992.7,Depression,NW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,03:00,2,15.46,64.86,15.0,19.5,1003.3,Low Pressure Area,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,06:00,16,21.3,86.92,30.5,39.0,994.3,Low Pressure Area,NNW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,06:00,3,15.64,64.52,15.0,17.4,1002.4,Low Pressure Area,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,09:00,17,21.87,86.57,33.3,40.0,989.2,Depression,NNW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,09:00,4,15.82,64.18,15.0,17.4,1002.4,Low Pressure Area,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,12:00,18,22.44,86.21,35.8,45.7,988.2,Depression,NNW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,12:00,5,15.99,63.84,16.4,20.4,1001.1,Low Pressure Area,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,15:00,19,23.01,85.86,33.5,42.5,992.8,Depression,NNW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,15:00,6,16.17,63.49,26.6,32.1,994.4,Low Pressure Area,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,18:00,20,23.58,85.51,46.9,57.4,979.9,Depression,NNW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,18:00,7,16.35,63.15,30.5,39.4,991.9,Low Pressure Area,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-23,21:00,21,24.15,85.16,47.0,59.8,980.8,Depression,NNW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-23,21:00,8,16.54,62.82,35.0,40.5,990.2,Depression,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,00:00,22,24.72,84.8,46.5,57.2,979.8,Depression,NNW,24.8,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,00:00,9,16.74,62.48,38.4,45.8,986.7,Depression,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,03:00,23,25.3,84.46,46.7,59.7,980.4,Depression,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-24,03:00,1,8.32,70.46,15.0,19.3,1003.0,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,03:00,10,16.94,62.15,48.7,61.1,981.1,Depression,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,06:00,24,25.88,84.12,58.0,74.3,970.6,Deep Depression,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-24,06:00,2,8.52,70.06,15.0,18.4,1001.8,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,06:00,11,17.14,61.82,51.7,64.4,974.2,Deep Depression,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,09:00,25,26.45,83.76,64.4,79.0,964.1,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-24,09:00,3,8.71,69.66,15.0,17.6,1004.3,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,09:00,12,17.35,61.5,61.3,78.9,965.9,Deep Depression,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,12:00,26,27.03,83.42,60.8,73.0,968.3,Deep Depression,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-24,12:00,4,8.89,69.25,15.0,17.7,1003.1,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,12:00,13,17.55,61.17,68.0,80.8,959.0,Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,15:00,27,27.61,83.09,67.9,87.0,960.4,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-24,15:00,5,9.06,68.84,15.0,18.3,1001.4,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,15:00,14,17.76,60.84,73.1,88.8,957.1,Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,18:00,28,28.19,82.75,71.3,82.6,958.9,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-24,18:00,6,9.23,68.43,15.0,19.3,1003.3,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,18:00,15,17.97,60.52,81.4,97.2,944.9,Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-24,21:00,29,28.76,82.4,73.8,94.6,956.5,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-24,21:00,7,9.4,68.02,15.0,19.4,1003.8,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-24,21:00,16,18.18,60.2,90.8,112.6,934.5,Severe Cyclonic Storm,NW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,00:00,30,29.34,82.07,77.3,99.2,951.0,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,00:00,8,9.59,67.61,15.0,19.1,1001.2,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,00:00,17,18.39,59.87,98.1,116.3,926.3,Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,03:00,31,29.92,81.73,74.4,93.1,954.4,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,03:00,9,9.77,67.2,15.0,17.3,1003.7,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,03:00,18,18.58,59.54,104.0,127.1,922.1,Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,06:00,32,30.0,81.41,82.7,105.6,948.1,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,06:00,10,9.96,66.8,21.5,24.7,1001.2,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,06:00,19,18.78,59.21,114.2,146.2,907.5,Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,09:00,33,30.0,81.08,84.1,97.5,943.1,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,09:00,11,10.14,66.39,26.2,33.8,994.1,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,09:00,20,18.98,58.87,121.2,148.1,901.0,Very Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,12:00,34,30.0,80.74,88.4,101.7,937.0,Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,12:00,12,10.33,65.99,24.1,31.3,998.2,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,12:00,21,19.18,58.55,129.7,151.7,890.4,Very Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,15:00,35,30.0,80.39,90.9,108.5,936.4,Severe Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,15:00,13,10.51,65.58,33.4,41.7,991.4,Depression,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,15:00,22,19.4,58.23,139.6,163.5,880.0,Very Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,18:00,36,30.0,80.03,93.5,114.1,933.5,Severe Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,18:00,14,10.68,65.17,28.8,33.5,994.3,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,18:00,23,19.6,57.9,151.3,194.6,880.0,Very Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-25,21:00,37,30.0,79.68,99.5,124.0,929.1,Severe Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-25,21:00,15,10.87,64.77,34.0,39.2,990.3,Depression,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-25,21:00,24,19.79,57.56,160.9,200.4,880.0,Very Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,00:00,38,30.0,79.32,103.3,126.4,920.7,Severe Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,00:00,16,11.05,64.36,39.9,49.4,988.4,Depression,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,00:00,25,19.99,57.23,166.1,204.3,880.0,Extremely Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,03:00,39,30.0,78.95,109.5,132.2,913.2,Severe Cyclonic Storm,NW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,03:00,17,11.22,63.94,37.5,46.2,989.3,Depression,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,03:00,26,20.18,56.89,174.6,210.6,880.0,Extremely Severe Cyclonic Storm,WNW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,06:00,40,30.0,78.57,111.4,140.5,913.1,Severe Cyclonic Storm,NW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,06:00,18,11.39,63.53,31.9,37.6,991.2,Depression,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,06:00,27,20.38,56.56,184.5,219.6,880.0,Extremely Severe Cyclonic Storm,WNW,14.3,Yes,Pakistan,Sindh-Balochistan Coast
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,09:00,41,30.0,78.21,113.2,141.6,913.5,Severe Cyclonic Storm,NNW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,09:00,19,11.54,63.11,35.5,46.0,989.1,Depression,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,09:00,28,20.6,56.25,157.5,194.4,880.0,Very Severe Cyclonic Storm,NW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,12:00,42,30.0,77.82,118.0,138.4,905.5,Severe Cyclonic Storm,NW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,12:00,20,11.7,62.7,28.3,34.4,996.5,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,12:00,29,20.83,55.94,130.2,159.1,890.3,Very Severe Cyclonic Storm,NW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,15:00,43,30.0,77.45,126.0,150.9,895.6,Very Severe Cyclonic Storm,NW,24.8,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,15:00,21,11.85,62.28,28.6,36.5,991.9,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,15:00,30,21.08,55.65,97.2,125.7,930.2,Severe Cyclonic Storm,NW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,18:00,44,30.0,77.1,121.4,148.1,900.2,Very Severe Cyclonic Storm,NNW,24.8,No,,
464,ARB 464 (1908),Arabian Sea,1908,1908-11-26,18:00,1,13.11,69.72,15.0,17.7,1002.4,Low Pressure Area,NNW,11.7,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,18:00,22,12.01,61.86,23.5,29.5,999.1,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,18:00,31,21.35,55.36,63.0,73.6,964.7,Cyclonic Storm,NW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-26,21:00,45,30.0,76.75,124.4,156.3,895.5,Very Severe Cyclonic Storm,NNW,24.8,No,,
464,ARB 464 (1908),Arabian Sea,1908,1908-11-26,21:00,2,13.37,69.56,15.0,18.2,1001.4,Low Pressure Area,NNW,11.7,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-26,21:00,23,12.18,61.45,22.7,28.7,999.1,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-26,21:00,32,21.62,55.1,56.8,73.2,971.8,Deep Depression,NW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-27,00:00,46,30.0,76.39,114.1,135.7,909.2,Severe Cyclonic Storm,NNW,24.8,No,,
464,ARB 464 (1908),Arabian Sea,1908,1908-11-27,00:00,3,13.65,69.4,15.0,18.2,1004.9,Low Pressure Area,NNW,11.7,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-27,00:00,24,12.34,61.03,15.0,19.4,1003.1,Low Pressure Area,WNW,16.5,No,,
482,ARB 482 (1908),Arabian Sea,1908,1908-11-27,00:00,33,21.91,55.0,54.7,69.4,973.8,Deep Depression,NW,14.3,No,,
459,BOB 459 (1908),Bay of Bengal,1908,1908-11-27,03:00,47,30.0,76.05,113.7,133.3,910.0,Severe Cyclonic Storm,NNW,24.8,No,,
464,ARB 464 (1908),Arabian Sea,1908,1908-11-27,03:00,4,13.92,69.23,15.0,19.2,1002.8,Low Pressure Area,NNW,11.7,No,,
467,ARB 467 (1908),Arabian Sea,1908,1908-11-27,03:00,25,12.5,60.61,15.0,17.5,1005.3,Low Pressure Area,WNW,16.5,No,,
