record_id,date,time_utc_ist,region,state,latitude,longitude,magnitude,magnitude_type,depth_km,seismic_zone,mmi_intensity,felt_report,casualties_reported,buildings_damaged,economic_loss_inr_lakh,tsunami_warning,reporting_agency
764,2010-02-10,04:59:04,Upper Assam,Assam,27.2396,94.1334,2.7,Mw,26.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
765,2010-02-10,05:57:54,Chamba-Kangra Belt,Himachal Pradesh,31.1329,75.875,2.1,ML,16.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
766,2010-02-10,06:21:47,Arunachal Himalaya,Arunachal Pradesh,27.8647,95.2014,2.6,ML,5.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
767,2010-02-10,07:01:53,Kutch Region,Gujarat,22.7994,70.1911,2.2,mb,15.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
768,2010-02-10,07:58:05,Guwahati-Kopili Belt,Assam,25.8134,90.834,2.0,ML,21.5,V,2,Not felt,0,0,0.0,No,USGS
769,2010-02-10,08:47:48,Tripura Fold Belt,Tripura,23.7498,92.1802,2.0,ML,6.7,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
770,2010-02-10,09:02:08,Manipur-Indo-Myanmar Ranges,Manipur,24.5229,93.866,3.1,Mw,67.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
771,2010-02-10,09:19:32,Mizoram Hills,Mizoram,23.2677,92.598,2.8,ML,79.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
772,2010-02-10,09:54:31,Uttar Pradesh Gangetic Plain,Uttar Pradesh,28.1612,81.1488,2.6,Mw,7.3,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
773,2010-02-10,11:38:16,Upper Assam,Assam,27.3846,94.9747,2.2,Mw,10.5,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
774,2010-02-10,15:03:05,Tripura Fold Belt,Tripura,22.9974,91.5249,2.5,ML,15.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
775,2010-02-10,15:53:38,Garhwal Himalaya,Uttarakhand,30.4223,79.0624,2.0,Mw,31.4,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
776,2010-02-10,18:05:47,Sikkim Himalaya,Sikkim,27.7169,88.5215,2.1,ML,19.6,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
777,2010-02-10,21:16:13,Arunachal Himalaya,Arunachal Pradesh,27.5307,93.947,2.0,Mw,19.8,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
778,2010-02-10,22:36:45,Garhwal Himalaya,Uttarakhand,29.9116,80.2741,2.0,Mw,7.8,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
779,2010-02-11,02:50:14,Darjeeling Himalaya,West Bengal,26.885,88.6063,2.6,mb,23.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
780,2010-02-11,04:08:57,Mizoram Hills,Mizoram,23.6564,92.8227,3.0,mb,13.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
781,2010-02-11,06:12:31,Andaman Islands,Andaman and Nicobar Islands,12.4816,93.264,2.1,Mw,31.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
782,2010-02-11,07:02:17,Manipur-Indo-Myanmar Ranges,Manipur,25.3723,92.7474,4.6,Mw,67.1,V,6,Slight damage to buildings,0,0,0.0,No,National Center for Seismology
783,2010-02-11,08:49:16,Bihar-Nepal Border,Bihar,26.86,84.888,2.0,Mw,9.1,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
784,2010-02-11,10:27:16,Garhwal Himalaya,Uttarakhand,30.1914,79.4608,2.3,Mw,4.4,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
785,2010-02-11,10:28:40,Delhi-NCR (Sohna Fault),Delhi,29.2456,77.2133,2.1,ML,16.5,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
786,2010-02-11,10:53:40,Darjeeling Himalaya,West Bengal,26.5884,88.6829,3.1,ML,33.0,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
787,2010-02-11,12:41:05,Upper Assam,Assam,27.8633,94.4223,3.4,Mw,7.6,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
788,2010-02-11,13:00:24,Upper Assam,Assam,27.2969,95.8814,2.3,Mw,16.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
789,2010-02-11,13:18:01,Guwahati-Kopili Belt,Assam,26.4109,91.5378,2.2,Mw,13.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
790,2010-02-11,16:42:47,Guwahati-Kopili Belt,Assam,24.9263,91.3384,2.1,Mw,15.8,V,2,Not felt,0,0,0.0,No,IMD
791,2010-02-11,16:50:12,Rann of Kutch Border,Gujarat,23.3849,70.9823,2.3,ML,12.1,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
792,2010-02-11,18:32:53,Arunachal Himalaya,Arunachal Pradesh,28.2847,95.5002,2.3,mb,15.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
793,2010-02-11,19:05:20,Kutch Region,Gujarat,23.1348,69.175,2.3,mb,11.6,V,2,Not felt,0,0,0.0,No,IMD
794,2010-02-11,19:38:56,Shillong Plateau,Meghalaya,26.2877,92.2727,2.1,Mw,2.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
795,2010-02-11,20:00:08,Andaman Islands,Andaman and Nicobar Islands,13.4209,93.9801,3.0,ML,63.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
796,2010-02-11,21:34:54,Tripura Fold Belt,Tripura,24.2226,91.7881,2.3,Mw,21.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
797,2010-02-11,21:39:15,Upper Assam,Assam,26.9588,95.5301,2.3,mb,36.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
798,2010-02-11,22:30:33,Manipur-Indo-Myanmar Ranges,Manipur,24.6964,92.7697,2.2,mb,56.3,V,2,Not felt,0,0,0.0,No,National Center for Seismology
799,2010-02-12,00:31:06,Manipur-Indo-Myanmar Ranges,Manipur,24.4394,94.1228,2.2,mb,35.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
800,2010-02-12,02:12:30,Jharkhand Craton,Jharkhand,24.3285,83.8382,2.2,mb,8.0,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
801,2010-02-12,02:42:33,Tripura Fold Belt,Tripura,23.1046,91.4106,2.0,ML,12.6,V,2,Not felt,0,0,0.0,No,IMD
802,2010-02-12,03:51:07,Upper Assam,Assam,27.3465,94.7982,2.0,mb,8.6,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
803,2010-02-12,04:39:22,Garhwal Himalaya,Uttarakhand,30.771,79.6813,2.4,mb,17.4,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
804,2010-02-12,06:03:51,Chamba-Kangra Belt,Himachal Pradesh,32.8423,75.8084,3.6,ML,45.1,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
805,2010-02-12,07:09:34,Kumaon Himalaya,Uttarakhand,30.3203,80.621,2.2,mb,34.5,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
806,2010-02-12,10:11:06,Arunachal Himalaya,Arunachal Pradesh,28.0978,94.1636,2.5,Mw,25.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
807,2010-02-12,10:28:03,Kashmir Himalaya,Jammu and Kashmir,33.9297,75.5601,2.8,Mw,37.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
808,2010-02-12,10:47:36,Kashmir Himalaya,Jammu and Kashmir,34.4841,76.1608,2.1,ML,14.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
809,2010-02-12,12:12:15,Andhra Coastal Belt,Andhra Pradesh,15.9168,80.4409,2.5,Mw,2.0,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
810,2010-02-12,12:22:03,Darjeeling Himalaya,West Bengal,27.3506,88.5947,3.0,ML,17.6,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
811,2010-02-12,16:07:17,Punjab Plains,Punjab,31.2831,76.9572,2.1,ML,7.6,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
812,2010-02-12,16:48:41,Manipur-Indo-Myanmar Ranges,Manipur,25.5597,93.5894,2.2,Mw,44.5,V,2,Not felt,0,0,0.0,No,IMD
813,2010-02-12,17:08:52,Guwahati-Kopili Belt,Assam,27.2756,90.989,2.1,ML,10.7,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
814,2010-02-12,17:43:16,Tamil Nadu Craton,Tamil Nadu,10.3777,77.9707,2.9,ML,4.2,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
815,2010-02-12,18:17:44,Darjeeling Himalaya,West Bengal,27.2058,88.6122,2.9,Mw,15.7,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
816,2010-02-12,20:13:12,Nicobar Islands,Andaman and Nicobar Islands,8.2608,94.2404,2.1,Mw,109.0,V,1,Not felt,0,0,0.0,No,IMD
817,2010-02-12,20:45:35,Chamba-Kangra Belt,Himachal Pradesh,31.6065,76.5151,2.6,Mw,17.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
818,2010-02-12,21:55:38,Bihar-Nepal Border,Bihar,27.1307,85.5668,2.5,ML,13.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
819,2010-02-12,22:45:31,Bhadrachalam-Godavari Graben,Telangana,18.5929,80.3704,2.2,ML,12.4,III,2,Not felt,0,0,0.0,No,National Center for Seismology
820,2010-02-12,22:50:42,Andaman Islands,Andaman and Nicobar Islands,12.4328,93.1931,2.2,Mw,45.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
821,2010-02-12,22:56:44,Shillong Plateau,Meghalaya,25.6993,91.8378,2.3,Mw,20.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
822,2010-02-12,23:28:06,Andaman Islands,Andaman and Nicobar Islands,12.7152,91.5271,2.0,Mw,29.5,V,2,Not felt,0,0,0.0,No,IMD
823,2010-02-12,23:55:44,Manipur-Indo-Myanmar Ranges,Manipur,25.1417,94.6565,2.1,Mw,25.7,V,2,Not felt,0,0,0.0,No,National Center for Seismology
824,2010-02-13,00:13:52,Kumaon Himalaya,Uttarakhand,30.0368,79.3189,2.7,mb,12.3,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
825,2010-02-13,01:53:00,Guwahati-Kopili Belt,Assam,27.1869,91.8226,3.9,mb,5.6,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
826,2010-02-13,03:07:36,Saurashtra,Gujarat,22.4465,71.0746,2.2,Mw,10.2,III,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
827,2010-02-13,05:49:58,Shillong Plateau,Meghalaya,26.0005,92.1445,2.2,Mw,3.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
828,2010-02-13,05:58:05,Guwahati-Kopili Belt,Assam,26.5067,92.6884,3.6,ML,16.0,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
829,2010-02-13,07:07:55,Manipur-Indo-Myanmar Ranges,Manipur,24.2031,94.2938,3.1,ML,33.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
830,2010-02-13,09:04:34,Chamba-Kangra Belt,Himachal Pradesh,32.0041,76.8373,7.1,ML,8.1,V,10,Near total destruction,1120,12302,338574.9,No,National Center for Seismology
831,2010-02-13,09:27:16,Upper Assam,Assam,28.4437,95.4058,2.1,ML,23.7,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
832,2010-02-13,10:55:04,Nagaland Hills,Nagaland,26.9337,94.2391,3.3,ML,22.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
833,2010-02-13,11:56:48,Shillong Plateau,Meghalaya,25.8089,90.7196,2.2,ML,30.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
834,2010-02-13,12:06:42,Garhwal Himalaya,Uttarakhand,30.7725,80.0238,2.7,Mw,15.6,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
835,2010-02-13,13:20:39,Garhwal Himalaya,Uttarakhand,30.0578,80.1036,2.1,ML,19.6,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
836,2010-02-13,13:37:04,Delhi-NCR (Sohna Fault),Delhi,27.9461,78.3762,2.3,ML,3.1,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
837,2010-02-13,13:46:19,Kashmir Himalaya,Jammu and Kashmir,34.5962,75.0135,3.2,Mw,13.7,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
838,2010-02-13,18:00:31,Bihar-Nepal Border,Bihar,26.7611,86.2074,2.1,ML,33.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
839,2010-02-13,18:49:30,Mizoram Hills,Mizoram,22.8826,92.6724,2.1,ML,65.1,V,2,Not felt,0,0,0.0,No,IMD
840,2010-02-13,20:35:16,Garhwal Himalaya,Uttarakhand,30.7825,79.1512,2.0,ML,18.9,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
841,2010-02-13,20:41:04,Sikkim Himalaya,Sikkim,27.4267,87.5934,2.0,ML,10.7,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
842,2010-02-13,20:47:18,Chamba-Kangra Belt,Himachal Pradesh,32.948,75.8114,2.3,Mw,33.1,V,2,Not felt,0,0,0.0,No,National Center for Seismology
843,2010-02-13,21:41:02,Kutch Region,Gujarat,23.2051,70.0792,2.4,Mw,4.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
844,2010-02-13,23:43:49,Mizoram Hills,Mizoram,22.8621,92.5084,2.8,ML,36.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
845,2010-02-14,00:20:35,Upper Assam,Assam,27.9316,94.0609,2.4,Mw,21.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
846,2010-02-14,00:24:45,Koyna-Warna Region,Maharashtra,16.9868,73.3701,3.4,ML,23.7,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,USGS
847,2010-02-14,02:26:31,Bihar-Nepal Border,Bihar,26.4136,85.6316,3.1,mb,29.5,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
848,2010-02-14,04:36:27,Kutch Region,Gujarat,22.2286,69.5937,2.2,mb,33.6,V,2,Not felt,0,0,0.0,No,National Center for Seismology
849,2010-02-14,05:59:48,Tripura Fold Belt,Tripura,24.5563,91.0684,2.1,ML,11.4,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
850,2010-02-14,08:49:30,Guwahati-Kopili Belt,Assam,26.074,92.5557,2.4,ML,11.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
851,2010-02-14,09:17:25,Tamil Nadu Craton,Tamil Nadu,12.2649,78.2023,2.2,Mw,5.2,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
852,2010-02-14,09:51:58,Andaman Islands,Andaman and Nicobar Islands,13.0482,92.8634,2.7,Mw,52.4,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
853,2010-02-14,12:42:04,Kumaon Himalaya,Uttarakhand,30.4125,80.9509,2.2,Mw,9.3,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
854,2010-02-14,14:22:48,Kerala Coastal Belt,Kerala,10.4176,77.1649,2.4,Mw,3.8,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
855,2010-02-14,16:41:14,Shillong Plateau,Meghalaya,25.4386,92.1747,2.0,Mw,32.3,V,1,Not felt,0,0,0.0,No,IMD
856,2010-02-14,17:45:21,Bihar-Nepal Border,Bihar,25.754,87.0728,2.3,ML,15.8,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
857,2010-02-14,18:02:24,Darjeeling Himalaya,West Bengal,26.3873,89.4124,2.2,Mw,17.1,IV,2,Not felt,0,0,0.0,No,IMD
858,2010-02-14,18:43:14,Nagaland Hills,Nagaland,25.8266,94.9584,2.1,Mw,25.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
859,2010-02-14,20:28:35,Nagaland Hills,Nagaland,26.3615,96.2567,2.2,ML,19.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
860,2010-02-14,21:56:45,Shillong Plateau,Meghalaya,24.8143,91.0785,2.3,ML,22.3,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
861,2010-02-14,22:59:09,Upper Assam,Assam,27.4718,95.4761,2.1,mb,28.7,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
862,2010-02-15,00:34:43,Chamba-Kangra Belt,Himachal Pradesh,32.4242,75.8256,2.0,ML,20.5,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
863,2010-02-15,00:48:34,Garhwal Himalaya,Uttarakhand,29.9196,79.9035,2.3,ML,5.7,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
864,2010-02-15,02:39:48,Delhi-NCR (Sohna Fault),Delhi,28.6539,77.6705,2.5,ML,38.6,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
865,2010-02-15,04:27:29,Nicobar Islands,Andaman and Nicobar Islands,8.303,93.6223,2.1,ML,75.7,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
866,2010-02-15,06:12:43,Nicobar Islands,Andaman and Nicobar Islands,8.1434,93.1971,3.0,mb,29.0,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
867,2010-02-15,10:54:08,Kutch Region,Gujarat,23.9459,69.9323,2.5,Mw,10.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
868,2010-02-15,11:17:25,Koyna-Warna Region,Maharashtra,17.8546,73.9022,2.3,Mw,17.8,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
869,2010-02-15,12:10:40,Koyna-Warna Region,Maharashtra,18.1114,74.4856,2.0,Mw,12.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
870,2010-02-15,12:12:12,Manipur-Indo-Myanmar Ranges,Manipur,26.6764,93.9204,2.3,Mw,26.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
871,2010-02-15,14:07:24,Upper Assam,Assam,27.3556,94.8981,2.0,Mw,11.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
872,2010-02-15,14:32:28,Arunachal Himalaya,Arunachal Pradesh,28.1964,94.4249,2.8,Mw,16.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
873,2010-02-15,15:07:00,Sikkim Himalaya,Sikkim,28.7027,88.7463,2.3,ML,18.1,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
874,2010-02-15,15:13:56,Rann of Kutch Border,Gujarat,24.8284,69.767,2.2,Mw,30.3,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
875,2010-02-15,15:28:37,Upper Assam,Assam,26.9876,95.0018,2.4,Mw,33.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
876,2010-02-15,15:35:45,Mizoram Hills,Mizoram,24.0455,92.7917,2.1,Mw,118.7,V,1,Not felt,0,0,0.0,No,National Center for Seismology
877,2010-02-15,18:38:45,Nagaland Hills,Nagaland,26.1927,94.5675,2.2,Mw,22.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
878,2010-02-15,19:02:02,Nagaland Hills,Nagaland,25.9365,94.1216,2.1,mb,3.8,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
879,2010-02-15,19:33:25,Nicobar Islands,Andaman and Nicobar Islands,7.0541,94.1085,2.0,Mw,59.8,V,1,Not felt,0,0,0.0,No,IMD
880,2010-02-15,20:18:48,Andaman Islands,Andaman and Nicobar Islands,13.4915,92.3662,2.6,ML,62.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
881,2010-02-15,20:20:27,Latur-Osmanabad Region,Maharashtra,18.2146,77.0836,3.1,ML,2.1,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
882,2010-02-15,22:27:49,Andaman Islands,Andaman and Nicobar Islands,14.1109,93.7588,2.2,ML,25.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
883,2010-02-15,22:40:49,Chamba-Kangra Belt,Himachal Pradesh,31.9903,75.6216,2.0,mb,5.4,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
884,2010-02-15,23:53:48,Garhwal Himalaya,Uttarakhand,29.9787,78.3713,2.0,Mw,2.0,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
885,2010-02-16,00:26:56,Chamba-Kangra Belt,Himachal Pradesh,32.4776,76.2125,2.2,ML,5.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
886,2010-02-16,02:56:07,Kashmir Himalaya,Jammu and Kashmir,33.8023,73.0936,2.0,ML,34.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
887,2010-02-16,03:52:08,Chamba-Kangra Belt,Himachal Pradesh,33.3225,76.6638,2.7,mb,5.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
888,2010-02-16,05:38:26,Punjab Plains,Punjab,30.6626,76.1219,2.0,Mw,12.2,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
889,2010-02-16,06:38:34,Guwahati-Kopili Belt,Assam,26.2517,91.775,2.2,Mw,3.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
890,2010-02-16,07:02:12,Kutch Region,Gujarat,22.9556,70.9948,2.4,ML,14.9,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
891,2010-02-16,09:29:38,Guwahati-Kopili Belt,Assam,26.707,91.7857,2.1,ML,34.1,V,2,Not felt,0,0,0.0,No,USGS
892,2010-02-16,10:10:17,Saurashtra,Gujarat,21.4435,71.32,2.1,mb,2.1,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
893,2010-02-16,10:40:13,Shillong Plateau,Meghalaya,25.3943,91.9921,2.7,Mw,2.8,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
894,2010-02-16,10:57:20,Garhwal Himalaya,Uttarakhand,30.0212,78.3009,2.3,ML,28.7,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
895,2010-02-16,11:18:34,Bellary Region,Karnataka,15.6874,77.0781,2.2,mb,6.9,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
896,2010-02-16,12:42:45,Chamba-Kangra Belt,Himachal Pradesh,31.5915,77.5519,2.6,ML,17.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
897,2010-02-16,13:07:44,Guwahati-Kopili Belt,Assam,25.5816,91.271,2.1,ML,8.8,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
898,2010-02-16,13:30:33,Kumaon Himalaya,Uttarakhand,30.9402,79.8817,2.0,mb,12.6,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
899,2010-02-16,13:46:15,Koyna-Warna Region,Maharashtra,17.2899,73.3036,2.4,Mw,24.9,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
900,2010-02-16,15:21:15,Andaman Islands,Andaman and Nicobar Islands,12.7709,92.957,2.4,ML,57.3,V,2,Not felt,0,0,0.0,No,National Center for Seismology
901,2010-02-16,17:09:49,Andaman Islands,Andaman and Nicobar Islands,12.7116,92.9923,2.0,ML,125.2,V,1,Not felt,0,0,0.0,No,National Center for Seismology
902,2010-02-16,22:50:21,Kashmir Himalaya,Jammu and Kashmir,34.1462,75.0436,2.4,ML,8.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
903,2010-02-16,23:03:01,Upper Assam,Assam,26.882,96.3798,2.0,Mw,13.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
904,2010-02-17,00:57:47,Tripura Fold Belt,Tripura,24.5433,92.078,2.1,Mw,10.0,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
905,2010-02-17,02:32:21,Manipur-Indo-Myanmar Ranges,Manipur,24.6722,93.5399,3.2,Mw,26.9,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
906,2010-02-17,03:04:28,Kutch Region,Gujarat,22.6833,70.8481,2.0,Mw,7.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
907,2010-02-17,03:14:09,Guwahati-Kopili Belt,Assam,25.6274,92.0805,2.2,Mw,3.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
908,2010-02-17,03:24:18,Guwahati-Kopili Belt,Assam,25.81,92.2462,2.1,Mw,20.0,V,2,Not felt,0,0,0.0,No,National Center for Seismology
909,2010-02-17,03:51:14,Koyna-Warna Region,Maharashtra,17.9378,75.0093,2.2,mb,14.8,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
910,2010-02-17,04:42:41,Garhwal Himalaya,Uttarakhand,28.8473,79.1462,2.2,Mw,20.2,IV,2,Not felt,0,0,0.0,No,USGS
911,2010-02-17,05:52:05,Chamba-Kangra Belt,Himachal Pradesh,33.2733,76.523,2.3,Mw,7.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
912,2010-02-17,07:02:54,Latur-Osmanabad Region,Maharashtra,19.1688,75.2946,2.3,mb,13.4,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
913,2010-02-17,08:37:35,Koyna-Warna Region,Maharashtra,18.274,74.0532,2.0,Mw,31.3,IV,2,Not felt,0,0,0.0,No,USGS
914,2010-02-17,08:51:32,Uttar Pradesh Gangetic Plain,Uttar Pradesh,26.8243,79.7428,2.5,ML,13.2,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
915,2010-02-17,10:59:30,Kumaon Himalaya,Uttarakhand,30.945,80.0695,2.2,Mw,13.0,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
916,2010-02-17,11:29:35,Sikkim Himalaya,Sikkim,27.4762,89.0792,2.1,ML,13.0,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
917,2010-02-17,13:31:18,Chamba-Kangra Belt,Himachal Pradesh,32.7866,75.9056,2.3,Mw,17.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
918,2010-02-17,14:49:53,Sikkim Himalaya,Sikkim,27.7471,88.0899,2.3,ML,5.3,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
919,2010-02-17,15:36:17,Manipur-Indo-Myanmar Ranges,Manipur,25.2545,94.3417,2.2,ML,103.8,V,1,Not felt,0,0,0.0,No,USGS
920,2010-02-17,17:15:50,Kerala Coastal Belt,Kerala,10.5972,75.8995,3.1,Mw,3.9,III,5,"Felt by most, minor damage possible",0,0,0.0,No,USGS
921,2010-02-17,17:48:23,Manipur-Indo-Myanmar Ranges,Manipur,24.2853,94.0845,3.3,mb,81.8,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
922,2010-02-17,18:35:31,Garhwal Himalaya,Uttarakhand,29.6257,79.0012,2.6,ML,7.8,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
923,2010-02-17,18:47:44,Jharkhand Craton,Jharkhand,23.9862,85.8771,2.2,Mw,2.2,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
